smiles,log_clint,source,canon_smiles
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1.9242792860618816,tdc_hepatocyte,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,1.9400181550076632,tdc_hepatocyte,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1.9400181550076632,tdc_hepatocyte,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,1.9912260756924949,tdc_hepatocyte,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1
CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,2.0100029741270595,tdc_hepatocyte,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1
CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,2.0211892990699383,tdc_hepatocyte,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.0569048513364727,tdc_hepatocyte,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,2.090011024007147,tdc_hepatocyte,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12
COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,2.0969100130080562,tdc_hepatocyte,COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,0.47712125471966244,tdc_hepatocyte,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1
Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,0.47712125471966244,tdc_hepatocyte,Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl
O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,1.1398790864012365,tdc_hepatocyte,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1
CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,1.1760912590556813,tdc_hepatocyte,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1
O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1,1.190051417759206,tdc_hepatocyte,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,0.5198279937757188,tdc_hepatocyte,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.5998830720736879,tdc_hepatocyte,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.47712125471966244,tdc_hepatocyte,N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1
CCOc1ccc2ccc(=O)oc2c1,1.5499836111596887,tdc_hepatocyte,CCOc1ccc2ccc(=O)oc2c1
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1.4199557484897578,tdc_hepatocyte,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,1.462397997898956,tdc_hepatocyte,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O
Nc1nc2ccc(-c3ccncc3)cc2s1,1.4699692094999595,tdc_hepatocyte,Nc1nc2ccc(-c3ccncc3)cc2s1
C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,1.478854967528663,tdc_hepatocyte,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,1.5299434016586693,tdc_hepatocyte,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1
COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,1.5499836111596887,tdc_hepatocyte,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1.1598678470925667,tdc_hepatocyte,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,1.1699681739968923,tdc_hepatocyte,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,1.3600250891893975,tdc_hepatocyte,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1
O=C(Nc1ccccc1Cl)c1cc[nH]n1,2.1760912590556813,tdc_hepatocyte,O=C(Nc1ccccc1Cl)c1cc[nH]n1
Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,2.1760912590556813,tdc_hepatocyte,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1
O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,2.1760912590556813,tdc_hepatocyte,O=C1[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1
COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,2.1760912590556813,tdc_hepatocyte,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,2.1760912590556813,tdc_hepatocyte,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,2.1760912590556813,tdc_hepatocyte,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,2.1760912590556813,tdc_hepatocyte,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,2.1760912590556813,tdc_hepatocyte,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21
CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1,2.1760912590556813,tdc_hepatocyte,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1
CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,0.9498777040368748,tdc_hepatocyte,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,1.0,tdc_hepatocyte,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1.0,tdc_hepatocyte,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,1.0,tdc_hepatocyte,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,2.1760912590556813,tdc_hepatocyte,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
O=C(Nc1cccc(Cl)c1)c1ccccn1,2.1760912590556813,tdc_hepatocyte,O=C(Nc1cccc(Cl)c1)c1ccccn1
O=C(c1csc2c1CCCC2)N1CCCCC1,2.1760912590556813,tdc_hepatocyte,O=C(c1csc2c1CCCC2)N1CCCCC1
CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,2.1760912590556813,tdc_hepatocyte,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1
Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,2.1760912590556813,tdc_hepatocyte,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,2.1760912590556813,tdc_hepatocyte,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1
Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,2.1760912590556813,tdc_hepatocyte,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12
Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,2.1760912590556813,tdc_hepatocyte,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1
CCc1cccc2c1N(C)Cc1cc3c(cc1-2)OCO3,2.1760912590556813,tdc_hepatocyte,CCc1cccc2c1N(C)Cc1cc3c(cc1-2)OCO3
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.1760912590556813,tdc_hepatocyte,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.9299295600845878,tdc_hepatocyte,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,0.9542425094393249,tdc_hepatocyte,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl
Cc1ccc2[nH]c(C(=O)O)nc2c1,0.989894563718773,tdc_hepatocyte,Cc1ccc2[nH]c(C(=O)O)nc2c1
O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,1.3424226808222062,tdc_hepatocyte,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.8200043068083178,tdc_hepatocyte,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,0.47712125471966244,tdc_hepatocyte,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.47712125471966244,tdc_hepatocyte,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,1.0791812460476249,tdc_hepatocyte,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,0.47712125471966244,tdc_hepatocyte,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1
CCOc1ccc2nc(N)sc2c1,1.0799044676667207,tdc_hepatocyte,CCOc1ccc2nc(N)sc2c1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.47712125471966244,tdc_hepatocyte,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,1.1099158630237933,tdc_hepatocyte,COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.1199154102579911,tdc_hepatocyte,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)CC1,0.47712125471966244,tdc_hepatocyte,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)CC1
Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,1.139249217571607,tdc_hepatocyte,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl
Nc1c2c(nc3ccccc13)CCCC2,1.1398790864012365,tdc_hepatocyte,Nc1c2c(nc3ccccc13)CCCC2
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,1.146128035678238,tdc_hepatocyte,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,1.63002085111341,tdc_hepatocyte,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1.6399842480415885,tdc_hepatocyte,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,1.7242758696007892,tdc_hepatocyte,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1
CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,1.7699678013294424,tdc_hepatocyte,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@@H]4[C@@H](N)[C@@H]4C3)c2c1Cl
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1.2100508498751372,tdc_hepatocyte,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,1.0301947853567512,tdc_hepatocyte,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1
CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12,0.47712125471966244,tdc_hepatocyte,CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.47712125471966244,tdc_hepatocyte,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1.089905111439398,tdc_hepatocyte,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,0.47712125471966244,tdc_hepatocyte,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,0.47712125471966244,tdc_hepatocyte,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,0.47712125471966244,tdc_hepatocyte,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1
Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C2CCCCC2)ccc1OCC(=O)O,1.637789829362229,tdc_hepatocyte,Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C2CCCCC2)ccc1OCC(=O)O
CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,1.7000110623221123,tdc_hepatocyte,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,1.7199938263676038,tdc_hepatocyte,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.749968083509403,tdc_hepatocyte,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,0.6599162000698503,tdc_hepatocyte,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,0.6803355134145632,tdc_hepatocyte,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCSCC2)cc1,0.6989700043360189,tdc_hepatocyte,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCSCC2)cc1
CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,0.7126497016272114,tdc_hepatocyte,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,0.7403626894942439,tdc_hepatocyte,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.7781512503836436,tdc_hepatocyte,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.8000293592441343,tdc_hepatocyte,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
